Full spectra mixtures PL + INH
wavelength	1	2	3	4	5	6	7	8	9	10
348,00	0,222	0,343	0,468	0,593	0,710	0,825	0,931	1,019	1,098	1,158
348,50	0,225	0,348	0,473	0,599	0,717	0,833	0,939	1,027	1,108	1,166
349,00	0,229	0,352	0,478	0,605	0,723	0,840	0,947	1,035	1,116	1,175
349,50	0,232	0,357	0,484	0,611	0,731	0,849	0,955	1,045	1,125	1,185
350,00	0,235	0,361	0,490	0,618	0,739	0,857	0,965	1,055	1,136	1,196
350,50	0,239	0,366	0,495	0,625	0,747	0,865	0,974	1,065	1,146	1,208
351,00	0,243	0,371	0,502	0,632	0,756	0,876	0,985	1,076	1,158	1,219
351,50	0,246	0,376	0,508	0,640	0,764	0,885	0,995	1,088	1,170	1,232
352,00	0,250	0,381	0,514	0,648	0,772	0,895	1,006	1,099	1,181	1,244
352,50	0,254	0,386	0,521	0,656	0,782	0,906	1,017	1,111	1,195	1,259
353,00	0,258	0,392	0,528	0,664	0,791	0,917	1,029	1,123	1,207	1,271
353,50	0,262	0,397	0,534	0,672	0,800	0,926	1,041	1,136	1,220	1,284
354,00	0,266	0,403	0,542	0,681	0,811	0,939	1,053	1,150	1,234	1,300
354,50	0,271	0,409	0,550	0,690	0,822	0,951	1,067	1,164	1,249	1,316
355,00	0,275	0,415	0,557	0,700	0,832	0,963	1,080	1,178	1,263	1,331
355,50	0,279	0,421	0,565	0,709	0,843	0,976	1,093	1,192	1,279	1,347
356,00	0,284	0,428	0,572	0,719	0,855	0,989	1,107	1,207	1,296	1,364
356,50	0,288	0,434	0,581	0,729	0,866	1,001	1,122	1,222	1,312	1,380
357,00	0,292	0,441	0,589	0,738	0,877	1,013	1,136	1,238	1,327	1,398
357,50	0,297	0,447	0,597	0,748	0,888	1,026	1,148	1,251	1,343	1,414
358,00	0,302	0,453	0,605	0,758	0,900	1,040	1,164	1,268	1,360	1,430
358,50	0,306	0,460	0,614	0,768	0,912	1,054	1,180	1,284	1,376	1,448
359,00	0,311	0,467	0,623	0,779	0,924	1,067	1,195	1,300	1,392	1,465
359,50	0,316	0,473	0,631	0,789	0,936	1,081	1,210	1,317	1,412	1,485
360,00	0,321	0,480	0,639	0,799	0,949	1,095	1,226	1,334	1,428	1,504
360,50	0,325	0,487	0,648	0,810	0,960	1,109	1,241	1,350	1,445	1,522
361,00	0,330	0,494	0,656	0,820	0,973	1,123	1,256	1,366	1,464	1,539
361,50	0,335	0,500	0,665	0,831	0,985	1,138	1,270	1,383	1,484	1,560
362,00	0,339	0,507	0,674	0,841	0,998	1,151	1,286	1,401	1,497	1,579
362,50	0,344	0,514	0,683	0,852	1,010	1,166	1,301	1,417	1,516	1,595
363,00	0,349	0,521	0,691	0,863	1,023	1,180	1,319	1,435	1,535	1,616
363,50	0,353	0,528	0,700	0,873	1,034	1,192	1,333	1,451	1,550	1,632
364,00	0,358	0,534	0,708	0,883	1,047	1,207	1,347	1,466	1,570	1,649
364,50	0,363	0,541	0,717	0,894	1,058	1,220	1,364	1,482	1,588	1,667
365,00	0,367	0,548	0,725	0,904	1,071	1,234	1,376	1,499	1,600	1,682
365,50	0,372	0,555	0,734	0,915	1,083	1,248	1,392	1,513	1,618	1,701
366,00	0,377	0,561	0,742	0,925	1,094	1,261	1,407	1,529	1,637	1,718
366,50	0,382	0,567	0,751	0,935	1,105	1,275	1,421	1,545	1,653	1,733
367,00	0,386	0,574	0,758	0,944	1,116	1,286	1,437	1,562	1,670	1,753
367,50	0,390	0,580	0,766	0,954	1,127	1,299	1,451	1,576	1,688	1,768
368,00	0,395	0,586	0,775	0,965	1,139	1,313	1,466	1,590	1,702	1,789
368,50	0,399	0,593	0,783	0,974	1,151	1,326	1,482	1,609	1,718	1,803
369,00	0,404	0,600	0,791	0,985	1,164	1,340	1,495	1,625	1,734	1,825
369,50	0,408	0,606	0,799	0,994	1,175	1,352	1,509	1,641	1,751	1,840
370,00	0,412	0,611	0,806	1,002	1,185	1,365	1,523	1,654	1,765	1,853
370,50	0,416	0,617	0,814	1,012	1,194	1,376	1,536	1,667	1,781	1,868
371,00	0,420	0,623	0,821	1,021	1,206	1,388	1,549	1,681	1,796	1,885
371,50	0,424	0,628	0,829	1,030	1,216	1,400	1,561	1,698	1,807	1,900
372,00	0,429	0,635	0,836	1,040	1,227	1,412	1,576	1,710	1,827	1,914
372,50	0,433	0,641	0,844	1,049	1,238	1,424	1,589	1,724	1,840	1,932
373,00	0,437	0,646	0,851	1,056	1,247	1,436	1,600	1,737	1,853	1,946
373,50	0,441	0,651	0,857	1,064	1,256	1,445	1,611	1,748	1,867	1,957
374,00	0,444	0,656	0,863	1,072	1,265	1,454	1,623	1,765	1,878	1,970
374,50	0,448	0,661	0,870	1,080	1,273	1,465	1,632	1,771	1,890	1,985
375,00	0,452	0,666	0,877	1,088	1,282	1,476	1,646	1,786	1,906	2,001
375,50	0,455	0,671	0,883	1,095	1,292	1,487	1,656	1,798	1,919	2,008
376,00	0,459	0,676	0,888	1,103	1,300	1,494	1,666	1,808	1,930	2,023
376,50	0,462	0,680	0,894	1,109	1,306	1,503	1,677	1,818	1,942	2,029
377,00	0,465	0,684	0,898	1,115	1,314	1,512	1,684	1,827	1,952	2,044
377,50	0,468	0,688	0,904	1,120	1,322	1,519	1,694	1,841	1,959	2,050
378,00	0,471	0,692	0,909	1,127	1,328	1,526	1,702	1,848	1,971	2,061
378,50	0,473	0,696	0,914	1,132	1,334	1,534	1,710	1,855	1,976	2,074
379,00	0,476	0,699	0,918	1,138	1,340	1,541	1,716	1,864	1,983	2,077
379,50	0,479	0,703	0,923	1,144	1,346	1,549	1,723	1,873	1,994	2,088
380,00	0,481	0,706	0,926	1,148	1,352	1,554	1,729	1,876	2,001	2,096
380,50	0,484	0,709	0,931	1,152	1,357	1,560	1,737	1,886	2,011	2,101
381,00	0,486	0,712	0,934	1,156	1,362	1,564	1,742	1,890	2,019	2,111
381,50	0,488	0,715	0,937	1,160	1,365	1,570	1,750	1,895	2,022	2,119
382,00	0,490	0,717	0,941	1,164	1,369	1,574	1,754	1,902	2,026	2,124
382,50	0,492	0,719	0,943	1,167	1,374	1,578	1,757	1,908	2,032	2,128
383,00	0,494	0,721	0,945	1,169	1,376	1,582	1,761	1,910	2,038	2,135
383,50	0,495	0,723	0,948	1,172	1,379	1,585	1,763	1,915	2,038	2,137
384,00	0,497	0,725	0,950	1,174	1,382	1,587	1,765	1,915	2,042	2,139
384,50	0,498	0,726	0,952	1,177	1,383	1,589	1,771	1,918	2,044	2,142
385,00	0,499	0,728	0,953	1,178	1,385	1,590	1,772	1,921	2,043	2,145
385,50	0,500	0,728	0,954	1,180	1,386	1,592	1,771	1,923	2,050	2,145
386,00	0,501	0,729	0,955	1,180	1,387	1,593	1,772	1,925	2,050	2,143
386,50	0,502	0,730	0,956	1,180	1,387	1,593	1,772	1,925	2,046	2,145
387,00	0,503	0,730	0,956	1,181	1,387	1,592	1,774	1,923	2,045	2,147
387,50	0,503	0,730	0,956	1,180	1,387	1,593	1,773	1,921	2,046	2,142
388,00	0,504	0,731	0,956	1,180	1,386	1,591	1,771	1,922	2,047	2,139
388,50	0,504	0,730	0,955	1,179	1,384	1,588	1,769	1,918	2,042	2,139
389,00	0,504	0,730	0,954	1,178	1,383	1,586	1,768	1,916	2,037	2,133
389,50	0,504	0,729	0,953	1,176	1,381	1,584	1,764	1,913	2,034	2,131
390,00	0,503	0,729	0,952	1,174	1,378	1,581	1,761	1,912	2,033	2,127
390,50	0,503	0,727	0,950	1,172	1,375	1,578	1,756	1,904	2,028	2,121
391,00	0,503	0,726	0,948	1,169	1,372	1,573	1,752	1,899	2,019	2,120
391,50	0,502	0,724	0,946	1,166	1,368	1,569	1,746	1,894	2,013	2,110
392,00	0,501	0,723	0,943	1,162	1,364	1,564	1,741	1,887	2,009	2,103
392,50	0,500	0,721	0,940	1,158	1,359	1,557	1,733	1,879	2,000	2,091
393,00	0,499	0,719	0,937	1,154	1,354	1,552	1,727	1,875	1,993	2,085
393,50	0,497	0,716	0,933	1,149	1,348	1,546	1,720	1,867	1,984	2,076
394,00	0,496	0,713	0,930	1,145	1,343	1,538	1,712	1,856	1,976	2,063
394,50	0,494	0,710	0,926	1,139	1,335	1,531	1,704	1,848	1,963	2,057
395,00	0,493	0,707	0,921	1,133	1,329	1,523	1,695	1,839	1,953	2,045
395,50	0,491	0,704	0,917	1,127	1,321	1,514	1,686	1,826	1,943	2,032
396,00	0,489	0,701	0,912	1,121	1,314	1,505	1,675	1,816	1,932	2,021
396,50	0,487	0,697	0,907	1,115	1,305	1,496	1,664	1,806	1,919	2,006
397,00	0,484	0,693	0,901	1,107	1,297	1,486	1,652	1,794	1,906	1,994
397,50	0,482	0,689	0,895	1,100	1,288	1,476	1,643	1,782	1,892	1,980
398,00	0,479	0,685	0,889	1,092	1,279	1,465	1,630	1,769	1,878	1,966
398,50	0,476	0,680	0,883	1,085	1,269	1,455	1,617	1,755	1,864	1,949
399,00	0,473	0,676	0,877	1,076	1,260	1,443	1,606	1,740	1,849	1,932
399,50	0,470	0,671	0,870	1,067	1,249	1,432	1,592	1,727	1,834	1,915
400,00	0,468	0,666	0,863	1,059	1,239	1,419	1,578	1,711	1,818	1,899
400,50	0,464	0,660	0,855	1,050	1,228	1,407	1,563	1,696	1,801	1,883
401,00	0,460	0,655	0,848	1,040	1,216	1,392	1,548	1,679	1,784	1,863
401,50	0,457	0,649	0,840	1,030	1,204	1,379	1,533	1,662	1,765	1,845
402,00	0,453	0,643	0,832	1,020	1,192	1,366	1,518	1,646	1,748	1,825
402,50	0,449	0,637	0,824	1,010	1,180	1,352	1,502	1,628	1,729	1,806
403,00	0,445	0,631	0,815	0,999	1,167	1,336	1,484	1,610	1,709	1,784
403,50	0,441	0,624	0,806	0,988	1,154	1,321	1,467	1,592	1,690	1,764
404,00	0,437	0,617	0,797	0,976	1,140	1,305	1,450	1,573	1,669	1,742
404,50	0,432	0,610	0,788	0,965	1,126	1,289	1,431	1,553	1,649	1,721
405,00	0,428	0,603	0,778	0,952	1,112	1,271	1,413	1,532	1,627	1,697
405,50	0,423	0,596	0,769	0,941	1,098	1,255	1,394	1,513	1,605	1,676
406,00	0,418	0,589	0,759	0,928	1,083	1,238	1,376	1,493	1,584	1,652
406,50	0,414	0,582	0,749	0,916	1,068	1,221	1,357	1,472	1,562	1,629
407,00	0,408	0,574	0,739	0,903	1,053	1,203	1,338	1,451	1,539	1,606
407,50	0,403	0,566	0,728	0,890	1,038	1,185	1,318	1,429	1,516	1,582
408,00	0,398	0,558	0,718	0,876	1,022	1,167	1,298	1,407	1,492	1,557
408,50	0,393	0,550	0,707	0,863	1,006	1,149	1,278	1,385	1,469	1,533
409,00	0,387	0,542	0,697	0,850	0,991	1,131	1,257	1,364	1,446	1,508
409,50	0,382	0,534	0,686	0,837	0,975	1,113	1,238	1,342	1,423	1,484
410,00	0,377	0,526	0,675	0,823	0,960	1,095	1,217	1,321	1,399	1,459
410,50	0,371	0,518	0,664	0,810	0,943	1,076	1,196	1,298	1,375	1,434
411,00	0,365	0,509	0,653	0,796	0,927	1,056	1,175	1,275	1,351	1,408
411,50	0,360	0,501	0,642	0,781	0,910	1,037	1,154	1,252	1,327	1,383
412,00	0,353	0,492	0,630	0,766	0,892	1,017	1,131	1,228	1,300	1,355
412,50	0,348	0,483	0,618	0,752	0,876	0,998	1,110	1,205	1,276	1,329
413,00	0,342	0,475	0,607	0,739	0,859	0,979	1,089	1,182	1,252	1,305
413,50	0,336	0,466	0,596	0,725	0,843	0,960	1,069	1,159	1,228	1,279
414,00	0,330	0,458	0,584	0,711	0,827	0,941	1,048	1,137	1,204	1,255
414,50	0,324	0,449	0,573	0,697	0,810	0,922	1,027	1,113	1,180	1,229
415,00	0,318	0,440	0,561	0,682	0,793	0,902	1,004	1,090	1,154	1,201
415,50	0,311	0,430	0,548	0,666	0,774	0,881	0,981	1,064	1,126	1,173
416,00	0,306	0,421	0,537	0,652	0,758	0,862	0,960	1,042	1,102	1,147
416,50	0,300	0,413	0,526	0,639	0,741	0,844	0,940	1,019	1,078	1,122
417,00	0,294	0,405	0,515	0,625	0,726	0,826	0,919	0,997	1,054	1,097
417,50	0,288	0,395	0,503	0,611	0,708	0,806	0,896	0,973	1,028	1,070
418,00	0,281	0,386	0,491	0,596	0,691	0,786	0,874	0,948	1,002	1,043
418,50	0,275	0,377	0,479	0,581	0,674	0,766	0,852	0,925	0,978	1,017
419,00	0,269	0,368	0,467	0,567	0,658	0,747	0,831	0,903	0,954	0,991
419,50	0,262	0,359	0,456	0,553	0,641	0,728	0,810	0,880	0,929	0,966
420,00	0,256	0,350	0,444	0,539	0,624	0,710	0,790	0,857	0,905	0,941
420,50	0,250	0,342	0,433	0,525	0,608	0,691	0,770	0,835	0,882	0,916
421,00	0,244	0,333	0,422	0,511	0,592	0,673	0,749	0,813	0,858	0,892
421,50	0,238	0,324	0,410	0,496	0,575	0,653	0,727	0,789	0,833	0,865
422,00	0,232	0,315	0,398	0,482	0,558	0,634	0,705	0,766	0,808	0,840
422,50	0,226	0,307	0,388	0,469	0,543	0,615	0,685	0,744	0,785	0,816
423,00	0,220	0,299	0,377	0,456	0,527	0,598	0,666	0,723	0,763	0,792
423,50	0,214	0,290	0,366	0,442	0,511	0,579	0,645	0,701	0,739	0,767
424,00	0,208	0,281	0,355	0,428	0,495	0,561	0,625	0,679	0,715	0,742
424,50	0,202	0,273	0,344	0,415	0,480	0,543	0,605	0,657	0,693	0,719
425,00	0,196	0,265	0,333	0,402	0,465	0,526	0,586	0,636	0,671	0,695
425,50	0,190	0,256	0,322	0,388	0,449	0,508	0,566	0,615	0,648	0,671
426,00	0,185	0,248	0,312	0,376	0,434	0,491	0,547	0,595	0,626	0,649
426,50	0,180	0,241	0,302	0,364	0,420	0,475	0,530	0,576	0,606	0,628
427,00	0,174	0,234	0,293	0,352	0,407	0,460	0,512	0,557	0,586	0,607
427,50	0,169	0,226	0,283	0,340	0,393	0,444	0,495	0,538	0,566	0,586
428,00	0,163	0,218	0,273	0,328	0,378	0,427	0,476	0,518	0,544	0,564
428,50	0,158	0,211	0,263	0,316	0,365	0,412	0,459	0,499	0,525	0,543
429,00	0,153	0,204	0,254	0,305	0,352	0,398	0,443	0,482	0,506	0,524
429,50	0,148	0,197	0,245	0,294	0,340	0,384	0,427	0,465	0,488	0,505
430,00	0,143	0,190	0,237	0,284	0,328	0,370	0,412	0,448	0,470	0,486
430,50	0,139	0,184	0,228	0,274	0,315	0,356	0,396	0,431	0,453	0,468
431,00	0,134	0,177	0,219	0,263	0,303	0,341	0,381	0,414	0,435	0,449
431,50	0,129	0,170	0,210	0,252	0,290	0,327	0,364	0,396	0,416	0,430
432,00	0,124	0,163	0,202	0,242	0,278	0,313	0,349	0,380	0,399	0,412
432,50	0,119	0,157	0,194	0,232	0,267	0,300	0,335	0,365	0,383	0,395
433,00	0,115	0,151	0,186	0,223	0,256	0,288	0,322	0,350	0,367	0,379
433,50	0,111	0,145	0,179	0,214	0,246	0,277	0,309	0,336	0,352	0,363
434,00	0,107	0,140	0,171	0,205	0,236	0,265	0,295	0,321	0,337	0,347
434,50	0,103	0,134	0,164	0,196	0,226	0,253	0,283	0,307	0,322	0,332
435,00	0,098	0,128	0,157	0,188	0,216	0,242	0,270	0,294	0,308	0,317
435,50	0,094	0,123	0,150	0,179	0,206	0,231	0,258	0,280	0,294	0,302
436,00	0,091	0,118	0,144	0,171	0,197	0,220	0,246	0,268	0,280	0,288
436,50	0,087	0,113	0,137	0,164	0,188	0,210	0,235	0,255	0,267	0,275
437,00	0,084	0,108	0,132	0,157	0,180	0,201	0,225	0,245	0,256	0,263
437,50	0,080	0,103	0,125	0,149	0,171	0,191	0,214	0,233	0,243	0,249
438,00	0,077	0,099	0,119	0,142	0,163	0,182	0,203	0,221	0,231	0,237
438,50	0,073	0,094	0,114	0,135	0,155	0,173	0,193	0,210	0,220	0,225
439,00	0,070	0,090	0,108	0,128	0,147	0,164	0,184	0,200	0,209	0,214
439,50	0,067	0,085	0,103	0,122	0,140	0,156	0,174	0,190	0,199	0,203
440,00	0,064	0,081	0,098	0,116	0,133	0,148	0,166	0,180	0,189	0,193
440,50	0,061	0,077	0,093	0,110	0,126	0,140	0,158	0,172	0,179	0,183
441,00	0,058	0,074	0,088	0,104	0,120	0,133	0,150	0,163	0,170	0,174
441,50	0,055	0,070	0,083	0,099	0,113	0,126	0,142	0,154	0,161	0,164
442,00	0,052	0,066	0,079	0,093	0,107	0,119	0,134	0,146	0,152	0,155
442,50	0,050	0,063	0,075	0,089	0,101	0,113	0,127	0,138	0,144	0,147
443,00	0,047	0,060	0,071	0,084	0,096	0,107	0,121	0,131	0,137	0,139
443,50	0,045	0,056	0,067	0,080	0,091	0,102	0,114	0,124	0,129	0,132
444,00	0,043	0,053	0,063	0,075	0,086	0,096	0,108	0,117	0,122	0,124
444,50	0,040	0,050	0,060	0,071	0,081	0,090	0,102	0,111	0,115	0,117
445,00	0,038	0,047	0,056	0,067	0,077	0,085	0,096	0,104	0,108	0,110
445,50	0,036	0,045	0,053	0,063	0,072	0,080	0,091	0,099	0,102	0,104
446,00	0,034	0,042	0,050	0,060	0,068	0,076	0,086	0,093	0,097	0,098
446,50	0,032	0,040	0,047	0,056	0,064	0,071	0,081	0,088	0,091	0,092
447,00	0,031	0,038	0,044	0,053	0,060	0,067	0,076	0,082	0,086	0,087
447,50	0,029	0,035	0,042	0,049	0,057	0,063	0,071	0,078	0,081	0,082
448,00	0,027	0,033	0,039	0,046	0,053	0,059	0,067	0,073	0,076	0,077
448,50	0,026	0,031	0,037	0,043	0,050	0,055	0,063	0,069	0,071	0,072
449,00	0,024	0,029	0,034	0,041	0,047	0,052	0,059	0,065	0,067	0,068
449,50	0,023	0,027	0,032	0,038	0,044	0,049	0,056	0,061	0,063	0,064
450,00	0,021	0,026	0,030	0,036	0,041	0,046	0,053	0,057	0,059	0,059
450,50	0,020	0,024	0,028	0,033	0,039	0,043	0,049	0,053	0,055	0,056
451,00	0,018	0,022	0,026	0,031	0,036	0,040	0,046	0,050	0,052	0,052
451,50	0,017	0,021	0,024	0,029	0,034	0,037	0,043	0,047	0,049	0,049
452,00	0,016	0,019	0,022	0,027	0,032	0,035	0,040	0,044	0,045	0,045
452,50	0,015	0,018	0,021	0,025	0,029	0,032	0,038	0,041	0,042	0,042
453,00	0,014	0,016	0,019	0,023	0,027	0,030	0,035	0,038	0,039	0,039
453,50	0,013	0,015	0,017	0,021	0,025	0,028	0,033	0,035	0,037	0,036
454,00	0,012	0,014	0,016	0,020	0,023	0,026	0,030	0,033	0,034	0,034
454,50	0,011	0,012	0,015	0,018	0,022	0,024	0,028	0,030	0,032	0,031
455,00	0,010	0,012	0,013	0,016	0,020	0,022	0,026	0,028	0,029	0,029
455,50	0,009	0,010	0,012	0,015	0,018	0,020	0,024	0,026	0,027	0,027
456,00	0,008	0,009	0,011	0,014	0,017	0,018	0,022	0,024	0,025	0,025
456,50	0,007	0,008	0,010	0,012	0,015	0,017	0,020	0,022	0,023	0,023
457,00	0,006	0,007	0,009	0,011	0,014	0,015	0,019	0,020	0,021	0,021
457,50	0,005	0,006	0,008	0,010	0,013	0,014	0,017	0,019	0,020	0,019
458,00	0,005	0,006	0,007	0,009	0,012	0,013	0,016	0,017	0,018	0,018
458,50	0,004	0,005	0,006	0,008	0,010	0,011	0,014	0,016	0,016	0,016
459,00	0,003	0,004	0,005	0,007	0,009	0,010	0,013	0,014	0,015	0,015
459,50	0,003	0,003	0,004	0,006	0,008	0,009	0,012	0,013	0,014	0,013
460,00	0,002	0,003	0,003	0,005	0,007	0,008	0,011	0,012	0,012	0,012
460,50	0,002	0,002	0,003	0,004	0,007	0,007	0,010	0,011	0,011	0,011
461,00	0,001	0,002	0,002	0,003	0,006	0,006	0,009	0,009	0,010	0,010
461,50	0,001	0,001	0,001	0,003	0,005	0,005	0,008	0,008	0,009	0,008
462,00	0,000	0,000	0,001	0,002	0,004	0,004	0,007	0,007	0,008	0,007
462,50	-0,000	-0,000	0,000	0,001	0,003	0,004	0,006	0,006	0,007	0,006
463,00	-0,001	-0,001	-0,000	0,001	0,003	0,003	0,005	0,005	0,006	0,006
463,50	-0,001	-0,001	-0,001	0,000	0,002	0,002	0,004	0,005	0,005	0,005
464,00	-0,001	-0,001	-0,001	-0,000	0,001	0,002	0,004	0,004	0,004	0,004
464,50	-0,002	-0,002	-0,002	-0,001	0,001	0,001	0,003	0,003	0,004	0,003
465,00	-0,002	-0,002	-0,002	-0,002	0,000	0,001	0,002	0,002	0,003	0,003
465,50	-0,002	-0,003	-0,003	-0,002	-0,000	0,000	0,002	0,002	0,002	0,002
466,00	-0,003	-0,003	-0,003	-0,002	-0,001	-0,000	0,001	0,001	0,002	0,001
466,50	-0,003	-0,003	-0,003	-0,003	-0,001	-0,001	0,001	0,001	0,001	0,001
467,00	-0,003	-0,003	-0,004	-0,003	-0,002	-0,001	0,000	0,000	0,000	0,000
467,50	-0,004	-0,004	-0,004	-0,004	-0,002	-0,002	-0,000	-0,001	-0,000	-0,000
468,00	-0,004	-0,004	-0,004	-0,004	-0,003	-0,002	-0,001	-0,001	-0,001	-0,001
468,50	-0,004	-0,004	-0,005	-0,004	-0,003	-0,003	-0,001	-0,001	-0,001	-0,001
469,00	-0,004	-0,004	-0,005	-0,005	-0,003	-0,003	-0,002	-0,002	-0,001	-0,002
469,50	-0,004	-0,005	-0,005	-0,005	-0,004	-0,003	-0,002	-0,002	-0,002	-0,002
470,00	-0,005	-0,005	-0,005	-0,005	-0,004	-0,004	-0,003	-0,003	-0,002	-0,002
470,50	-0,005	-0,005	-0,006	-0,005	-0,004	-0,004	-0,003	-0,003	-0,003	-0,003
471,00	-0,005	-0,005	-0,006	-0,006	-0,005	-0,004	-0,003	-0,003	-0,003	-0,003
471,50	-0,005	-0,006	-0,006	-0,006	-0,005	-0,005	-0,004	-0,004	-0,003	-0,003
472,00	-0,005	-0,006	-0,006	-0,006	-0,005	-0,005	-0,004	-0,004	-0,004	-0,004
472,50	-0,005	-0,006	-0,006	-0,006	-0,005	-0,005	-0,004	-0,004	-0,004	-0,004
473,00	-0,006	-0,006	-0,006	-0,007	-0,006	-0,005	-0,004	-0,005	-0,004	-0,004
473,50	-0,006	-0,006	-0,007	-0,007	-0,006	-0,005	-0,005	-0,005	-0,005	-0,005
474,00	-0,006	-0,006	-0,007	-0,007	-0,006	-0,006	-0,005	-0,005	-0,005	-0,005
474,50	-0,006	-0,006	-0,007	-0,007	-0,006	-0,006	-0,005	-0,005	-0,005	-0,005
475,00	-0,006	-0,006	-0,007	-0,007	-0,007	-0,006	-0,005	-0,006	-0,005	-0,005
475,50	-0,006	-0,006	-0,007	-0,007	-0,007	-0,006	-0,006	-0,006	-0,005	-0,005
476,00	-0,006	-0,007	-0,007	-0,008	-0,007	-0,007	-0,006	-0,006	-0,006	-0,006
476,50	-0,006	-0,007	-0,007	-0,008	-0,007	-0,007	-0,006	-0,006	-0,006	-0,006
477,00	-0,007	-0,007	-0,007	-0,008	-0,007	-0,007	-0,006	-0,006	-0,006	-0,006
477,50	-0,007	-0,007	-0,007	-0,008	-0,007	-0,007	-0,006	-0,006	-0,006	-0,006
478,00	-0,007	-0,007	-0,007	-0,008	-0,007	-0,007	-0,006	-0,007	-0,006	-0,006
478,50	-0,007	-0,007	-0,007	-0,008	-0,008	-0,007	-0,006	-0,007	-0,006	-0,006
479,00	-0,007	-0,007	-0,007	-0,008	-0,008	-0,007	-0,007	-0,007	-0,007	-0,006
479,50	-0,007	-0,007	-0,007	-0,008	-0,008	-0,007	-0,007	-0,007	-0,007	-0,007
480,00	-0,007	-0,007	-0,007	-0,008	-0,008	-0,007	-0,007	-0,007	-0,007	-0,007
480,50	-0,007	-0,007	-0,007	-0,008	-0,008	-0,008	-0,007	-0,007	-0,007	-0,007
481,00	-0,007	-0,007	-0,007	-0,009	-0,008	-0,008	-0,007	-0,008	-0,007	-0,007
481,50	-0,007	-0,007	-0,007	-0,009	-0,008	-0,008	-0,007	-0,008	-0,007	-0,007
482,00	-0,007	-0,007	-0,007	-0,009	-0,008	-0,008	-0,007	-0,008	-0,007	-0,007
482,50	-0,007	-0,007	-0,007	-0,009	-0,008	-0,008	-0,007	-0,008	-0,007	-0,007
483,00	-0,007	-0,007	-0,007	-0,009	-0,008	-0,008	-0,008	-0,008	-0,007	-0,007
483,50	-0,007	-0,007	-0,007	-0,009	-0,008	-0,008	-0,008	-0,008	-0,007	-0,007
484,00	-0,007	-0,007	-0,007	-0,009	-0,008	-0,008	-0,008	-0,008	-0,008	-0,007
484,50	-0,007	-0,007	-0,007	-0,009	-0,009	-0,008	-0,008	-0,008	-0,008	-0,007
485,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,008	-0,008	-0,008	-0,008	-0,008
485,50	-0,008	-0,007	-0,007	-0,009	-0,009	-0,008	-0,008	-0,008	-0,008	-0,008
486,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,008	-0,008	-0,008	-0,008	-0,008
486,50	-0,008	-0,007	-0,007	-0,009	-0,009	-0,008	-0,008	-0,008	-0,008	-0,008
487,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,008	-0,008	-0,008	-0,008	-0,008
487,50	-0,008	-0,007	-0,007	-0,009	-0,009	-0,008	-0,008	-0,008	-0,008	-0,008
488,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,008	-0,008	-0,008	-0,008	-0,008
488,50	-0,008	-0,007	-0,007	-0,009	-0,009	-0,008	-0,008	-0,008	-0,008	-0,008
489,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,008	-0,008	-0,008	-0,008
489,50	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,008	-0,008	-0,008	-0,008
490,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
490,50	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
491,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
491,50	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
492,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
492,50	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
493,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
493,50	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
494,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
494,50	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
495,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
495,50	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
496,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
496,50	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
497,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
497,50	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
498,00	-0,008	-0,007	-0,007	-0,009	-0,009	-0,009	-0,009	-0,009	-0,008	-0,008
